id_nb,name,type_1,type_2,link,data_species,data_height,data_weight,data_abilities,training_catch_rate,training_base_exp,training_growth_rate, breeding_gender, breeding_gender,stats_hp,stats_attack,stats_defense, stats_sp_atk,stats_sp_def,    stats_speed,stats_total
#0649,Genesect,Bug,Steel,/pokedex/genesect,Paleozoic Pokémon,1.5,82.5,Download,3,270,Slow,Genderless,71,120,95,120,95,99,600,
#0650,Chespin,Grass,Nan,/pokedex/chespin,Spiny Nut Pokémon,0.4,9,Overgrow,45,63,Medium Slow,87.5% male, 12.5% female,56,61,65,48,45,38,313
#0651,Quilladin,Grass,Nan,/pokedex/quilladin,Spiny Armor Pokémon,0.7,29,Overgrow,45,142,Medium Slow,87.5% male, 12.5% female,61,78,95,56,58,57,405
#0652,Chesnaught,Grass,Fighting,/pokedex/chesnaught,Spiny Armor Pokémon,1.6,90,Overgrow,45,265,Medium Slow,87.5% male, 12.5% female,88,107,122,74,75,64,530
#0653,Fennekin,Fire,Nan,/pokedex/fennekin,Fox Pokémon,0.4,9.4,Blaze,45,61,Medium Slow,87.5% male, 12.5% female,40,45,40,62,60,60,307
#0654,Braixen,Fire,Nan,/pokedex/braixen,Fox Pokémon,1,14.5,Blaze,45,143,Medium Slow,87.5% male, 12.5% female,59,59,58,90,70,73,409
#0655,Delphox,Fire,Psychic,/pokedex/delphox,Fox Pokémon,1.5,39,Blaze,45,267,Medium Slow,87.5% male, 12.5% female,75,69,72,114,100,104,534
#0656,Froakie,Water,Nan,/pokedex/froakie,Bubble Frog Pokémon,0.3,7,Torrent,45,63,Medium Slow,87.5% male, 12.5% female,41,56,40,62,44,71,314
#0657,Frogadier,Water,Nan,/pokedex/frogadier,Bubble Frog Pokémon,0.6,10.9,Torrent,45,142,Medium Slow,87.5% male, 12.5% female,54,63,52,83,56,97,405
#0658,Greninja,Water,Dark,/pokedex/greninja,Ninja Pokémon,1.5,40,Torrent,45,265,Medium Slow,87.5% male, 12.5% female,72,95,67,103,71,122,530
#0659,Bunnelby,Normal,Nan,/pokedex/bunnelby,Digging Pokémon,0.4,5,Pickup,255,47,Medium Fast,50% male, 50% female,38,36,38,32,36,57,237
#0660,Diggersby,Normal,Ground,/pokedex/diggersby,Digging Pokémon,1,42.4,Pickup,127,148,Medium Fast,50% male, 50% female,85,56,77,50,77,78,423
#0661,Fletchling,Normal,Flying,/pokedex/fletchling,Tiny Robin Pokémon,0.3,1.7,Big Pecks,255,56,Medium Slow,50% male, 50% female,45,50,43,40,38,62,278
#0662,Fletchinder,Fire,Flying,/pokedex/fletchinder,Ember Pokémon,0.7,16,Flame Body,120,134,Medium Slow,50% male, 50% female,62,73,55,56,52,84,382
#0663,Talonflame,Fire,Flying,/pokedex/talonflame,Scorching Pokémon,1.2,24.5,Flame Body,45,175,Medium Slow,50% male, 50% female,78,81,71,74,69,126,499
#0664,Scatterbug,Bug,Nan,/pokedex/scatterbug,Scatterdust Pokémon,0.3,2.5,Shield Dust,255,40,Medium Fast,50% male, 50% female,38,35,40,27,25,35,200
#0665,Spewpa,Bug,Nan,/pokedex/spewpa,Scatterdust Pokémon,0.3,8.4,Shed Skin,120,75,Medium Fast,50% male, 50% female,45,22,60,27,30,29,213
#0666,Vivillon,Bug,Flying,/pokedex/vivillon,Scale Pokémon,1.2,17,Shield Dust,45,206,Medium Fast,50% male, 50% female,80,52,50,90,50,89,411
#0667,Litleo,Fire,Normal,/pokedex/litleo,Lion Cub Pokémon,0.6,13.5,Rivalry,220,74,Medium Slow,12.5% male, 87.5% female,62,50,58,73,54,72,369
#0668,Pyroar,Fire,Normal,/pokedex/pyroar,Royal Pokémon,1.5,81.5,Rivalry,65,177,Medium Slow,12.5% male, 87.5% female,86,68,72,109,66,106,507
#0669,Flabébé,Fairy,Nan,/pokedex/flabebe,Single Bloom Pokémon,0.1,0.1,Flower Veil,225,61,Medium Fast,0% male, 100% female,44,38,39,61,79,42,303
#0670,Floette,Fairy,Nan,/pokedex/floette,Single Bloom Pokémon,0.2,0.9,Flower Veil,120,130,Medium Fast,0% male, 100% female,54,45,47,75,98,52,371
#0671,Florges,Fairy,Nan,/pokedex/florges,Garden Pokémon,1.1,10,Flower Veil,45,276,Medium Fast,0% male, 100% female,78,65,68,112,154,75,552
#0672,Skiddo,Grass,Nan,/pokedex/skiddo,Mount Pokémon,0.9,31,Sap Sipper,200,70,Medium Fast,50% male, 50% female,66,65,48,62,57,52,350
#0673,Gogoat,Grass,Nan,/pokedex/gogoat,Mount Pokémon,1.7,91,Sap Sipper,45,186,Medium Fast,50% male, 50% female,123,100,62,97,81,68,531
#0674,Pancham,Fighting,Nan,/pokedex/pancham,Playful Pokémon,0.6,8,Iron Fist,220,70,Medium Fast,50% male, 50% female,67,82,62,46,48,43,348
#0675,Pangoro,Fighting,Dark,/pokedex/pangoro,Daunting Pokémon,2.1,136,Iron Fist,65,173,Medium Fast,50% male, 50% female,95,124,78,69,71,58,495
#0676,Furfrou,Normal,Nan,/pokedex/furfrou,Poodle Pokémon,1.2,28,Fur Coat,160,165,Medium Fast,50% male, 50% female,75,80,60,65,90,102,472
#0677,Espurr,Psychic,Nan,/pokedex/espurr,Restraint Pokémon,0.3,3.5,Keen Eye,190,71,Medium Fast,50% male, 50% female,62,48,54,63,60,68,355
#0678,Meowstic,Psychic,Nan,/pokedex/meowstic,Constraint Pokémon,0.6,8.5,Keen Eye,75,163,Medium Fast,100% male, 0% female,74,48,76,83,81,104,466
#0679,Honedge,Steel,Ghost,/pokedex/honedge,Sword Pokémon,0.8,2,No Guard,180,65,Medium Fast,50% male, 50% female,45,80,100,35,37,28,325
#0680,Doublade,Steel,Ghost,/pokedex/doublade,Sword Pokémon,0.8,4.5,No Guard,90,157,Medium Fast,50% male, 50% female,59,110,150,45,49,35,448
#0681,Aegislash,Steel,Ghost,/pokedex/aegislash,Royal Sword Pokémon,1.7,53,Stance Change,45,234,Medium Fast,50% male, 50% female,60,50,140,50,140,60,500
#0682,Spritzee,Fairy,Nan,/pokedex/spritzee,Perfume Pokémon,0.2,0.5,Healer,200,68,Medium Fast,50% male, 50% female,78,52,60,63,65,23,341
#0683,Aromatisse,Fairy,Nan,/pokedex/aromatisse,Fragrance Pokémon,0.8,15.5,Healer,140,162,Medium Fast,50% male, 50% female,101,72,72,99,89,29,462
#0684,Swirlix,Fairy,Nan,/pokedex/swirlix,Cotton Candy Pokémon,0.4,3.5,Sweet Veil,200,68,Medium Fast,50% male, 50% female,62,48,66,59,57,49,341
#0685,Slurpuff,Fairy,Nan,/pokedex/slurpuff,Meringue Pokémon,0.8,5,Sweet Veil,140,168,Medium Fast,50% male, 50% female,82,80,86,85,75,72,480
#0686,Inkay,Dark,Psychic,/pokedex/inkay,Revolving Pokémon,0.4,3.5,Contrary,190,58,Medium Fast,50% male, 50% female,53,54,53,37,46,45,288
#0687,Malamar,Dark,Psychic,/pokedex/malamar,Overturning Pokémon,1.5,47,Contrary,80,169,Medium Fast,50% male, 50% female,86,92,88,68,75,73,482
#0688,Binacle,Rock,Water,/pokedex/binacle,Two-Handed Pokémon,0.5,31,Sniper,120,61,Medium Fast,50% male, 50% female,42,52,67,39,56,50,306
#0689,Barbaracle,Rock,Water,/pokedex/barbaracle,Collective Pokémon,1.3,96,Sniper,45,175,Medium Fast,50% male, 50% female,72,105,115,54,86,68,500
#0690,Skrelp,Poison,Water,/pokedex/skrelp,Mock Kelp Pokémon,0.5,7.3,Poison Point,225,64,Medium Fast,50% male, 50% female,50,60,60,60,60,30,320
#0691,Dragalge,Poison,Dragon,/pokedex/dragalge,Mock Kelp Pokémon,1.8,81.5,Poison Point,55,173,Medium Fast,50% male, 50% female,65,75,90,97,123,44,494
#0692,Clauncher,Water,Nan,/pokedex/clauncher,Water Gun Pokémon,0.5,8.3,Mega Launcher,225,66,Slow,50% male, 50% female,50,53,62,58,63,44,330
#0693,Clawitzer,Water,Nan,/pokedex/clawitzer,Howitzer Pokémon,1.3,35.3,Mega Launcher,55,100,Slow,50% male, 50% female,71,73,88,120,89,59,500
#0694,Helioptile,Electric,Normal,/pokedex/helioptile,Generator Pokémon,0.5,6,Dry Skin,190,58,Medium Fast,50% male, 50% female,44,38,33,61,43,70,289
#0695,Heliolisk,Electric,Normal,/pokedex/heliolisk,Generator Pokémon,1,21,Dry Skin,75,168,Medium Fast,50% male, 50% female,62,55,52,109,94,109,481
#0696,Tyrunt,Rock,Dragon,/pokedex/tyrunt,Royal Heir Pokémon,0.8,26,Strong Jaw,45,72,Medium Fast,87.5% male, 12.5% female,58,89,77,45,45,48,362
#0697,Tyrantrum,Rock,Dragon,/pokedex/tyrantrum,Despot Pokémon,2.5,270,Strong Jaw,45,182,Medium Fast,87.5% male, 12.5% female,82,121,119,69,59,71,521
#0698,Amaura,Rock,Ice,/pokedex/amaura,Tundra Pokémon,1.3,25.2,Refrigerate,45,72,Medium Fast,87.5% male, 12.5% female,77,59,50,67,63,46,362
#0699,Aurorus,Rock,Ice,/pokedex/aurorus,Tundra Pokémon,2.7,225,Refrigerate,45,104,Medium Fast,87.5% male, 12.5% female,123,77,72,99,92,58,521
#0700,Sylveon,Fairy,Nan,/pokedex/sylveon,Intertwining Pokémon,1,23.5,Cute Charm,45,184,Medium Fast,87.5% male, 12.5% female,95,65,65,110,130,60,525
#0701,Hawlucha,Fighting,Flying,/pokedex/hawlucha,Wrestling Pokémon,0.8,21.5,Limber,100,175,Medium Fast,50% male, 50% female,78,92,75,74,63,118,500
#0702,Dedenne,Electric,Fairy,/pokedex/dedenne,Antenna Pokémon,0.2,2.2,Cheek Pouch,180,151,Medium Fast,50% male, 50% female,67,58,57,81,67,101,431
#0703,Carbink,Rock,Fairy,/pokedex/carbink,Jewel Pokémon,0.3,5.7,Clear Body,60,100,Slow,Genderless,50,50,150,50,150,50,500,
#0704,Goomy,Dragon,Nan,/pokedex/goomy,Soft Tissue Pokémon,0.3,2.8,Sap Sipper,45,60,Slow,50% male, 50% female,45,50,35,55,75,40,300
#0705,Sliggoo,Dragon,Nan,/pokedex/sliggoo,Soft Tissue Pokémon,0.8,17.5,Sap Sipper,45,158,Slow,50% male, 50% female,68,75,53,83,113,60,452
#0706,Goodra,Dragon,Nan,/pokedex/goodra,Dragon Pokémon,2,150.5,Sap Sipper,45,300,Slow,50% male, 50% female,90,100,70,110,150,80,600
#0707,Klefki,Steel,Fairy,/pokedex/klefki,Key Ring Pokémon,0.2,3,Prankster,75,165,Fast,50% male, 50% female,57,80,91,80,87,75,470
#0708,Phantump,Ghost,Grass,/pokedex/phantump,Stump Pokémon,0.4,7,Natural Cure,120,62,Medium Fast,50% male, 50% female,43,70,48,50,60,38,309
#0709,Trevenant,Ghost,Grass,/pokedex/trevenant,Elder Tree Pokémon,1.5,71,Natural Cure,60,166,Medium Fast,50% male, 50% female,85,110,76,65,82,56,474
#0710,Pumpkaboo,Ghost,Grass,/pokedex/pumpkaboo,Pumpkin Pokémon,0.4,5,Pickup,120,67,Medium Fast,50% male, 50% female,49,66,70,44,55,51,335
#0711,Gourgeist,Ghost,Grass,/pokedex/gourgeist,Pumpkin Pokémon,0.9,12.5,Pickup,60,173,Medium Fast,50% male, 50% female,65,90,122,58,75,84,494
#0712,Bergmite,Ice,Nan,/pokedex/bergmite,Ice Chunk Pokémon,1,99.5,Own Tempo,190,61,Medium Fast,50% male, 50% female,55,69,85,32,35,28,304
#0713,Avalugg,Ice,Nan,/pokedex/avalugg,Iceberg Pokémon,2,505,Own Tempo,55,180,Medium Fast,50% male, 50% female,95,117,184,44,46,28,514
#0714,Noibat,Flying,Dragon,/pokedex/noibat,Sound Wave Pokémon,0.5,8,Frisk,190,49,Medium Fast,50% male, 50% female,40,30,35,45,40,55,245
#0715,Noivern,Flying,Dragon,/pokedex/noivern,Sound Wave Pokémon,1.5,85,Frisk,45,187,Medium Fast,50% male, 50% female,85,70,80,97,80,123,535
#0716,Xerneas,Fairy,Nan,/pokedex/xerneas,Life Pokémon,3,215,Fairy Aura,45,306,Slow,Genderless,126,131,95,131,98,99,680,
#0717,Yveltal,Dark,Flying,/pokedex/yveltal,Destruction Pokémon,5.8,203,Dark Aura,45,306,Slow,Genderless,126,131,95,131,98,99,680,
#0718,Zygarde,Dragon,Ground,/pokedex/zygarde,Order Pokémon,5,305,Aura Break,3,270,Slow,Genderless,108,100,121,81,95,95,600,
#0719,Diancie,Rock,Fairy,/pokedex/diancie,Jewel Pokémon,0.7,8.8,Clear Body,3,300,Slow,Genderless,50,100,150,100,150,50,600,
#0720,Hoopa,Psychic,Ghost,/pokedex/hoopa,Mischief Pokémon,0.5,9,Magician,3,300,Slow,Genderless,80,110,60,150,130,70,600,
#0721,Volcanion,Fire,Water,/pokedex/volcanion,Steam Pokémon,1.7,195,Water Absorb,3,300,Slow,Genderless,80,110,120,130,90,70,600,
#0722,Rowlet,Grass,Flying,/pokedex/rowlet,Grass Quill Pokémon,0.3,1.5,Overgrow,45,64,Medium Slow,87.5% male, 12.5% female,68,55,55,50,50,42,320
#0723,Dartrix,Grass,Flying,/pokedex/dartrix,Blade Quill Pokémon,0.7,16,Overgrow,45,147,Medium Slow,87.5% male, 12.5% female,78,75,75,70,70,52,420
#0724,Decidueye,Grass,Ghost,/pokedex/decidueye,Arrow Quill Pokémon,1.6,36.6,Overgrow,45,265,Medium Slow,87.5% male, 12.5% female,78,107,75,100,100,70,530
#0725,Litten,Fire,Nan,/pokedex/litten,Fire Cat Pokémon,0.4,4.3,Blaze,45,64,Medium Slow,87.5% male, 12.5% female,45,65,40,60,40,70,320
#0726,Torracat,Fire,Nan,/pokedex/torracat,Fire Cat Pokémon,0.7,25,Blaze,45,147,Medium Slow,87.5% male, 12.5% female,65,85,50,80,50,90,420
#0727,Incineroar,Fire,Dark,/pokedex/incineroar,Heel Pokémon,1.8,83,Blaze,45,239,Medium Slow,87.5% male, 12.5% female,95,115,90,80,90,60,530
#0728,Popplio,Water,Nan,/pokedex/popplio,Sea Lion Pokémon,0.4,7.5,Torrent,45,64,Medium Slow,87.5% male, 12.5% female,50,54,54,66,56,40,320
#0729,Brionne,Water,Nan,/pokedex/brionne,Pop Star Pokémon,0.6,17.5,Torrent,45,147,Medium Slow,87.5% male, 12.5% female,60,69,69,91,81,50,420
#0730,Primarina,Water,Fairy,/pokedex/primarina,Soloist Pokémon,1.8,44,Torrent,45,239,Medium Slow,87.5% male, 12.5% female,80,74,74,126,116,60,530
#0731,Pikipek,Normal,Flying,/pokedex/pikipek,Woodpecker Pokémon,0.3,1.2,Keen Eye,255,53,Medium Fast,50% male, 50% female,35,75,30,30,30,65,265
#0732,Trumbeak,Normal,Flying,/pokedex/trumbeak,Bugle Beak Pokémon,0.6,14.8,Keen Eye,120,124,Medium Fast,50% male, 50% female,55,85,50,40,50,75,355
#0733,Toucannon,Normal,Flying,/pokedex/toucannon,Cannon Pokémon,1.1,26,Keen Eye,45,218,Medium Fast,50% male, 50% female,80,120,75,75,75,60,485
#0734,Yungoos,Normal,Nan,/pokedex/yungoos,Loitering Pokémon,0.4,6,Strong Jaw,255,51,Medium Fast,50% male, 50% female,48,70,30,30,30,45,253
#0735,Gumshoos,Normal,Nan,/pokedex/gumshoos,Stakeout Pokémon,0.7,14.2,Strong Jaw,127,146,Medium Fast,50% male, 50% female,88,110,60,55,60,45,418
#0736,Grubbin,Bug,Nan,/pokedex/grubbin,Larva Pokémon,0.4,4.4,Swarm,255,60,Medium Fast,50% male, 50% female,47,62,45,55,45,46,300
#0737,Charjabug,Bug,Electric,/pokedex/charjabug,Battery Pokémon,0.5,10.5,Battery,120,140,Medium Fast,50% male, 50% female,57,82,95,55,75,36,400
#0738,Vikavolt,Bug,Electric,/pokedex/vikavolt,Stag Beetle Pokémon,1.5,45,Levitate,45,225,Medium Fast,50% male, 50% female,77,70,90,145,75,43,500
#0739,Crabrawler,Fighting,Nan,/pokedex/crabrawler,Boxing Pokémon,0.6,7,Hyper Cutter,225,68,Medium Fast,50% male, 50% female,47,82,57,42,47,63,338
#0740,Crabominable,Fighting,Ice,/pokedex/crabominable,Woolly Crab Pokémon,1.7,180,Hyper Cutter,60,167,Medium Fast,50% male, 50% female,97,132,77,62,67,43,478
#0741,Oricorio,Fire,Flying,/pokedex/oricorio,Dancing Pokémon,0.6,3.4,Dancer,45,167,Medium Fast,25% male, 75% female,75,70,70,98,70,93,476
#0742,Cutiefly,Bug,Fairy,/pokedex/cutiefly,Bee Fly Pokémon,0.1,0.2,Honey Gather,190,61,Medium Fast,50% male, 50% female,40,45,40,55,40,84,304
#0743,Ribombee,Bug,Fairy,/pokedex/ribombee,Bee Fly Pokémon,0.2,0.5,Honey Gather,75,162,Medium Fast,50% male, 50% female,60,55,60,95,70,124,464
#0744,Rockruff,Rock,Nan,/pokedex/rockruff,Puppy Pokémon,0.5,9.2,Keen Eye,190,56,Medium Fast,50% male, 50% female,45,65,40,30,40,60,280
#0745,Lycanroc,Rock,Nan,/pokedex/lycanroc,Wolf Pokémon,0.8,25,Keen Eye,90,170,Medium Fast,50% male, 50% female,75,115,65,55,65,112,487
#0746,Wishiwashi,Water,Nan,/pokedex/wishiwashi,Small Fry Pokémon,0.2,0.3,Schooling,60,61,Fast,50% male, 50% female,45,20,20,25,25,40,175
#0747,Mareanie,Poison,Water,/pokedex/mareanie,Brutal Star Pokémon,0.4,8,Merciless,190,61,Medium Fast,50% male, 50% female,50,53,62,43,52,45,305
#0748,Toxapex,Poison,Water,/pokedex/toxapex,Brutal Star Pokémon,0.7,14.5,Merciless,75,173,Medium Fast,50% male, 50% female,50,63,152,53,142,35,495
#0749,Mudbray,Ground,Nan,/pokedex/mudbray,Donkey Pokémon,1,110,Own Tempo,190,77,Medium Fast,50% male, 50% female,70,100,70,45,55,45,385
#0750,Mudsdale,Ground,Nan,/pokedex/mudsdale,Draft Horse Pokémon,2.5,920,Own Tempo,60,175,Medium Fast,50% male, 50% female,100,125,100,55,85,35,500
#0751,Dewpider,Water,Bug,/pokedex/dewpider,Water Bubble Pokémon,0.3,4,Water Bubble,200,54,Medium Fast,50% male, 50% female,38,40,52,40,72,27,269
#0752,Araquanid,Water,Bug,/pokedex/araquanid,Water Bubble Pokémon,1.8,82,Water Bubble,100,159,Medium Fast,50% male, 50% female,68,70,92,50,132,42,454
#0753,Fomantis,Grass,Nan,/pokedex/fomantis,Sickle Grass Pokémon,0.3,1.5,Leaf Guard,190,50,Medium Fast,50% male, 50% female,40,55,35,50,35,35,250
#0754,Lurantis,Grass,Nan,/pokedex/lurantis,Bloom Sickle Pokémon,0.9,18.5,Leaf Guard,75,168,Medium Fast,50% male, 50% female,70,105,90,80,90,45,480
#0755,Morelull,Grass,Fairy,/pokedex/morelull,Illuminating Pokémon,0.2,1.5,Illuminate,190,57,Medium Fast,50% male, 50% female,40,35,55,65,75,15,285
#0756,Shiinotic,Grass,Fairy,/pokedex/shiinotic,Illuminating Pokémon,1,11.5,Illuminate,75,142,Medium Fast,50% male, 50% female,60,45,80,90,100,30,405
#0757,Salandit,Poison,Fire,/pokedex/salandit,Toxic Lizard Pokémon,0.6,4.8,Corrosion,120,64,Medium Fast,87.5% male, 12.5% female,48,44,40,71,40,77,320
#0758,Salazzle,Poison,Fire,/pokedex/salazzle,Toxic Lizard Pokémon,1.2,22.2,Corrosion,45,168,Medium Fast,0% male, 100% female,68,64,60,111,60,117,480
#0759,Stufful,Normal,Fighting,/pokedex/stufful,Flailing Pokémon,0.5,6.8,Fluffy,140,68,Medium Fast,50% male, 50% female,70,75,50,45,50,50,340
#0760,Bewear,Normal,Fighting,/pokedex/bewear,Strong Arm Pokémon,2.1,135,Fluffy,70,175,Medium Fast,50% male, 50% female,120,125,80,55,60,60,500
#0761,Bounsweet,Grass,Nan,/pokedex/bounsweet,Fruit Pokémon,0.3,3.2,Leaf Guard,235,42,Medium Slow,0% male, 100% female,42,30,38,30,38,32,210
#0762,Steenee,Grass,Nan,/pokedex/steenee,Fruit Pokémon,0.7,8.2,Leaf Guard,120,102,Medium Slow,0% male, 100% female,52,40,48,40,48,62,290
#0763,Tsareena,Grass,Nan,/pokedex/tsareena,Fruit Pokémon,1.2,21.4,Leaf Guard,45,255,Medium Slow,0% male, 100% female,72,120,98,50,98,72,510
#0764,Comfey,Fairy,Nan,/pokedex/comfey,Posy Picker Pokémon,0.1,0.3,Flower Veil,60,170,Fast,25% male, 75% female,51,52,90,82,110,100,485
#0765,Oranguru,Normal,Psychic,/pokedex/oranguru,Sage Pokémon,1.5,76,Inner Focus,45,172,Slow,50% male, 50% female,90,60,80,90,110,60,490
#0766,Passimian,Fighting,Nan,/pokedex/passimian,Teamwork Pokémon,2,82.8,Receiver,45,172,Slow,50% male, 50% female,100,120,90,40,60,80,490
#0767,Wimpod,Bug,Water,/pokedex/wimpod,Turn Tail Pokémon,0.5,12,Wimp Out,90,46,Medium Fast,50% male, 50% female,25,35,40,20,30,80,230
#0768,Golisopod,Bug,Water,/pokedex/golisopod,Hard Scale Pokémon,2,108,Emergency Exit,45,186,Medium Fast,50% male, 50% female,75,125,140,60,90,40,530
#0769,Sandygast,Ghost,Ground,/pokedex/sandygast,Sand Heap Pokémon,0.5,70,Water Compaction,140,64,Medium Fast,50% male, 50% female,55,55,80,70,45,15,320
#0770,Palossand,Ghost,Ground,/pokedex/palossand,Sand Castle Pokémon,1.3,250,Water Compaction,60,168,Medium Fast,50% male, 50% female,85,75,110,100,75,35,480
#0771,Pyukumuku,Water,Nan,/pokedex/pyukumuku,Sea Cucumber Pokémon,0.3,1.2,Innards Out,60,144,Fast,50% male, 50% female,55,60,130,30,130,5,410
#0772,Type: Null,Normal,Nan,/pokedex/type-null,Synthetic Pokémon,1.9,120.5,Battle Armor,3,107,Slow,Genderless,95,95,95,95,95,59,534,
#0773,Silvally,Normal,Nan,/pokedex/silvally,Synthetic Pokémon,2.3,100.5,RKS System,3,257,Slow,Genderless,95,95,95,95,95,95,570,
#0774,Minior,Rock,Flying,/pokedex/minior,Meteor Pokémon,0.3,40,Shields Down,30,154,Medium Slow,Genderless,60,60,100,60,100,60,440,
#0775,Komala,Normal,Nan,/pokedex/komala,Drowsing Pokémon,0.4,19.9,Comatose,45,168,Slow,50% male, 50% female,65,115,65,75,95,65,480
#0776,Turtonator,Fire,Dragon,/pokedex/turtonator,Blast Turtle Pokémon,2,212,Shell Armor,70,170,Medium Fast,50% male, 50% female,60,78,135,91,85,36,485
#0777,Togedemaru,Electric,Steel,/pokedex/togedemaru,Roly-Poly Pokémon,0.3,3.3,Iron Barbs,180,152,Medium Fast,50% male, 50% female,65,98,63,40,73,96,435
#0778,Mimikyu,Ghost,Fairy,/pokedex/mimikyu,Disguise Pokémon,0.2,0.7,Disguise,45,167,Medium Fast,50% male, 50% female,55,90,80,50,105,96,476
#0779,Bruxish,Water,Psychic,/pokedex/bruxish,Gnash Teeth Pokémon,0.9,19,Dazzling,80,166,Medium Fast,50% male, 50% female,68,105,70,70,70,92,475
#0780,Drampa,Normal,Dragon,/pokedex/drampa,Placid Pokémon,3,185,Berserk,70,170,Medium Fast,50% male, 50% female,78,60,85,135,91,36,485
#0781,Dhelmise,Ghost,Grass,/pokedex/dhelmise,Sea Creeper Pokémon,3.9,210,Steelworker,25,181,Medium Fast,Genderless,70,131,100,86,90,40,517,
#0782,Jangmo-o,Dragon,Nan,/pokedex/jangmo-o,Scaly Pokémon,0.6,29.7,Bulletproof,45,60,Slow,50% male, 50% female,45,55,65,45,45,45,300
#0783,Hakamo-o,Dragon,Fighting,/pokedex/hakamo-o,Scaly Pokémon,1.2,47,Bulletproof,45,147,Slow,50% male, 50% female,55,75,90,65,70,65,420
#0784,Kommo-o,Dragon,Fighting,/pokedex/kommo-o,Scaly Pokémon,1.6,78.2,Bulletproof,45,270,Slow,50% male, 50% female,75,110,125,100,105,85,600
#0785,Tapu Koko,Electric,Fairy,/pokedex/tapu-koko,Land Spirit Pokémon,1.8,20.5,Electric Surge,3,257,Slow,Genderless,70,115,85,95,75,130,570,
#0786,Tapu Lele,Psychic,Fairy,/pokedex/tapu-lele,Land Spirit Pokémon,1.2,18.6,Psychic Surge,3,257,Slow,Genderless,70,85,75,130,115,95,570,
#0787,Tapu Bulu,Grass,Fairy,/pokedex/tapu-bulu,Land Spirit Pokémon,1.9,45.5,Grassy Surge,3,257,Slow,Genderless,70,130,115,85,95,75,570,
#0788,Tapu Fini,Water,Fairy,/pokedex/tapu-fini,Land Spirit Pokémon,1.3,21.2,Misty Surge,3,257,Slow,Genderless,70,75,115,95,130,85,570,
#0789,Cosmog,Psychic,Nan,/pokedex/cosmog,Nebula Pokémon,0.2,0.1,Unaware,45,40,Slow,Genderless,43,29,31,29,31,37,200,
#0790,Cosmoem,Psychic,Nan,/pokedex/cosmoem,Protostar Pokémon,0.1,999.9,Sturdy,45,140,Slow,Genderless,43,29,131,29,131,37,400,
#0791,Solgaleo,Psychic,Steel,/pokedex/solgaleo,Sunne Pokémon,3.4,230,Full Metal Body,45,306,Slow,Genderless,137,137,107,113,89,97,680,
#0792,Lunala,Psychic,Ghost,/pokedex/lunala,Moone Pokémon,4,120,Shadow Shield,45,306,Slow,Genderless,137,113,89,137,107,97,680,
#0793,Nihilego,Rock,Poison,/pokedex/nihilego,Parasite Pokémon,1.2,55.5,Beast Boost,45,257,Slow,Genderless,109,53,47,127,131,103,570,
#0794,Buzzwole,Bug,Fighting,/pokedex/buzzwole,Swollen Pokémon,2.4,333.6,Beast Boost,45,257,Slow,Genderless,107,139,139,53,53,79,570,
#0795,Pheromosa,Bug,Fighting,/pokedex/pheromosa,Lissome Pokémon,1.8,25,Beast Boost,45,257,Slow,Genderless,71,137,37,137,37,151,570,
#0796,Xurkitree,Electric,Nan,/pokedex/xurkitree,Glowing Pokémon,3.8,100,Beast Boost,45,257,Slow,Genderless,83,89,71,173,71,83,570,
#0797,Celesteela,Steel,Flying,/pokedex/celesteela,Launch Pokémon,9.2,999.9,Beast Boost,45,257,Slow,Genderless,97,101,103,107,101,61,570,
#0798,Kartana,Grass,Steel,/pokedex/kartana,Drawn Sword Pokémon,0.3,0.1,Beast Boost,45,257,Slow,Genderless,59,181,131,59,31,109,570,
#0799,Guzzlord,Dark,Dragon,/pokedex/guzzlord,Junkivore Pokémon,5.5,888,Beast Boost,45,257,Slow,Genderless,223,101,53,97,53,43,570,
#0800,Necrozma,Psychic,Nan,/pokedex/necrozma,Prism Pokémon,2.4,230,Prism Armor,255,270,Slow,Genderless,97,107,101,127,89,79,600,
#0801,Magearna,Steel,Fairy,/pokedex/magearna,Artificial Pokémon,1,80.5,Soul-Heart,3,300,Slow,Genderless,80,95,115,130,115,65,600,
#0802,Marshadow,Fighting,Ghost,/pokedex/marshadow,Gloomdweller Pokémon,0.7,22.2,Technician,3,270,Slow,Genderless,90,125,80,90,90,125,600,
#0803,Poipole,Poison,Nan,/pokedex/poipole,Poison Pin Pokémon,0.6,1.8,Beast Boost,45,189,Slow,Genderless,67,73,67,73,67,73,420,
#0804,Naganadel,Poison,Dragon,/pokedex/naganadel,Poison Pin Pokémon,3.6,150,Beast Boost,45,243,Slow,Genderless,73,73,73,127,73,121,540,
#0805,Stakataka,Rock,Steel,/pokedex/stakataka,Rampart Pokémon,5.5,820,Beast Boost,30,257,Slow,Genderless,61,131,211,53,101,13,570,
#0806,Blacephalon,Fire,Ghost,/pokedex/blacephalon,Fireworks Pokémon,1.8,13,Beast Boost,30,257,Slow,Genderless,53,127,53,151,79,107,570,
#0807,Zeraora,Electric,Nan,/pokedex/zeraora,Thunderclap Pokémon,1.5,44.5,Volt Absorb,3,270,Slow,Genderless,88,112,75,102,80,143,600,
#0808,Meltan,Steel,Nan,/pokedex/meltan,Hex Nut Pokémon,0.2,8,Magnet Pull,3,150,Slow,Genderless,46,65,65,55,35,34,300,
